"DOI","year","title","citCounts"
"1700","10.1093/biomet/90.1.157",2003,"Random effects {C}ox models: a {P}oisson modelling approach",4
"1701","10.1093/biomet/90.1.139",2003,"A dependence measure for multivariate and spatial extreme values: properties and inference",6
"1702","10.1093/biomet/90.1.127",2003,"Implementing matching priors for frequentist inference",2
"1703","10.1093/biomet/90.1.113",2003,"Estimating central subspaces via inverse third moments",5
"1704","10.1093/biomet/90.1.99",2003,"Likelihood inference in nearest-neighbour classification models",1
"1705","10.1093/biomet/90.1.85",2003,"Heteroscedastic factor analysis",0
"1706","10.1093/biomet/90.1.73",2003,"Confidence regions when the {F}isher information is zero",0
"1707","10.1093/biomet/90.1.53",2003,"Pattern-mixture models with proper time dependence",3
"1708","10.1093/biomet/90.1.43",2003,"Marginal nonparametric kernel regression accounting for within-subject correlation",20
"1709","10.1093/biomet/90.1.29",2003,"Working correlation structure misspecification, estimation and covariate design: implications for generalised estimating equations performance",9
"1710","10.1093/biomet/90.1.15",2003,"Generalised linear models for correlated pseudo-observations, with applications to multi-state models",2
"1711","10.1093/biomet/90.1.1",2003,"Nonparametric estimation in nonlinear mixed effects models",1
"1712","10.1198/016214503000000701",2003,"Statistical models and bioterrorism: application to the {U}.{S}.\ anthrax outbreak",0
"1713","10.1198/016214503000000710",2003,"Multidimensional residual analysis of point process models for earthquake occurrences",3
"1714","10.1198/016214503000000729",2003,"Infilling sparse records of spatial fields",3
"1715","10.1198/016214503000000738",2003,"Multiple edit/multiple imputation for multivariate continuous data",2
"1716","10.1198/016214503000000756",2003,"Assessing variability due to race bridging: application to census counts and vital rates for the year 2000",3
"1717","10.1198/016214503000000765",2003,"Forecast uncertainties in macroeconomic modeling: an application to the {U}.{K}.\ economy",3
"1718","10.1198/016214503000000774",2003,"Bayesian modeling and forecasting of intraday electricity load",1
"1719","10.1198/016214503000000783",2003,"Profiling placebo responders by self-consistent partitioning of functional data",1
"1720","10.1198/016214503000000792",2003,"Characterizing the progression of viral mituations over time",2
"1721","10.1198/016214503000000800",2003,"A method for normalizing microarrays using genes that are not differentially expressed",0
"1722","10.1198/016214503000000828",2003,"Frequentist model average estimators",17
"1723","10.1198/016214503000000819",2003,"The focused information criterion",8
"1724","10.1198/C16214503000000909",2003,"Directional rates of change under spatial process models",2
"1725","10.1198/016214503000000918",2003,"Adaptive estimators and tests of stationary and nonstationary short- and long-memory {ARFIMA}-{GARCH} models",2
"1726","10.1198/016214503000000927",2003,"Using the bootstrap to select one of a new class of dimension reduction methods",15
"1727","10.1198/016214503000000936",2003,"More efficient local polynomial estimation in nonparametric regression with autocorrelated errors",0
"1728","10.1198/016214503000000945",2003,"Mobius-like mappings and their use in kernel density estimation",0
"1729","10.1198/016214503000000954",2003,"Censored regression quantiles",11
"1730","10.1198/016214503000000963",2003,"A lack-of-fit test for quantile regression",10
"1731","10.1198/016214503000000981",2003,"A latent variable model of segregation analysis for ordinal traits",1
"1732","10.1198/016214503000000990",2003,"Determining inheritance distributions via stochastic penetrances",0
"1733","10.1198/016214503000000972",2003,"Information recovery in a study with surrogate endpoints",2
"1734","10.1198/01622145030000001007",2003,"Estimating cure rates from survival data: an alternative to two-component mixture models",5
"1735","10.1198/016214503388619030",2003,"Statistics: the next generation",0
"1736","10.1198/016214503388619049",2003,"Selection of related multivariate means: monitoring psychiatric care in the {D}epartment of {V}eterans {A}ffairs",2
"1737","10.1198/016214503388619058",2003,"The selection or seeding of college basketball or football teams for postseason competition",0
"1738","10.1198/016214503388619067",2003,"Bayesian modeling of markers of day-specific fertility",0
"1739","10.1198/016214503388619076",2003,"Estimating vaccine efficacy from secondary attack rates",2
"1740","10.1198/01621450338861905",2003,"The impact of prior distributions for uncontrolled confounding and response bias: a case study of the relation of wire codes and magnetic fields to childhood leukemia",3
"1741","10.1198/016214503388619094",2003,"Discovery of conserved sequence patterns using a stochastic dictionary model",0
"1742","10.1198/016214503388619102",2003,"Robust indirect inference",3
"1743","10.1198/01621450338861911",2003,"Edge detection, spatial smoothing, and image reconstruction with partially observed multivariate data",3
"1744","10.1198/016214503388619120",2003,"Estimates of regression coefficients based on lift rank covariance matrix",0
"1745","10.1198/016214503388619139",2003,"Dimension reduction for multivariate response data",10
"1746","10.1198/016214503388619148",2003,"Alternating subspace-spanning resampling to accelerate {M}arkov chain {M}onte {C}arlo simulation",1
"1747","10.1198/016214503388619157",2003,"A reexamination of diffusion estimators with applications to financial model validation",6
"1748","10.1198/016214503388619166",2003,"On additive conditional quantiles with high-dimensional covariates",4
"1749","10.1198/016214503388619175",2003,"Distribution of rankings for groups exhibiting heteroscedasticity and correlation",0
"1750","10.1198/016214503388619184",2003,"A pseudoscore estimator for regression problems with two-phase sampling",9
"1751","10.1198/016214503388619193",2003,"Asymptotic variance and convergence rates of nearly-periodic {M}arkov chain {M}onte {C}arlo algorithms",1
"1752","10.1198/016214503388619201",2003,"Doubly smoothed {EM} algorithm for statistical inverse problems",1
"1753","10.1198/016214503388619210",2003,"Functional inference in frailty measurement error models for clustered survival data using the {SIMEX} approach",3
"1754","10.1198/016214503388619229",2003,"On optimality properties of the power prior",1
"1755","10.1198/016214503388619238",2003,"Generalized autoregressive moving average models",4
"1756","10.1198/01621450338861947",2003,"Marginal likelihood and {B}ayes factors for {D}irichlet process mixture models",9
"1757","10.1198/016214503388619256",2003,"Outlier detection and false discovery rates for whole-genome {DNA} matching",1
"1758","10.1198/016214503000000288",2003,"Transform estimation of parameters for stage-frequency data",1
"1759","10.1198/016214503000000305",2003,"The intrinsic distribution and selection bias of long-period cometary orbits",1
"1760","10.1198/016214503000000323",2003,"Estimating the large-scale structure of the universe using quasi-stellar object carbon {IV} absorbers",0
"1761","10.1198/016214503000000341",2003,"How much does the far future matter? {A} hierarchical {B}ayesian analysis of the public's willingness to mitigate ecological impacts of climate change",0
"1762","10.1198/016214503000000369",2003,"Measurement of higher education in the census and current population survey",0
"1763","10.1198/016214503000000387",2003,"Dynamic latent trait models for multidimensional longitudinal data",5
"1764","10.1198/016214503000000404",2003,"A model of the joint distribution of purchase quantity and timing",0
"1765","10.1198/016214503000000422",2003,"Wavelet-based nonparametric modeling of hierarchical functions in colon carcinogenesis",10
"1766","10.1198/016214503000000512",2003,"Order-preserving nonparametric regression, with applications to conditional distribution and quantile function estimation",1
"1767","10.1198/016214503000000521",2003,"Calibrating the degrees of freedom for automatic data smoothing and effective curve checking",9
"1768","10.1198/016214503000000530",2003,"Semiparametric estimation of multivariate fractional cointegration",0
"1769","10.1198/016214503000000549",2003,"Smoothing spline {ANOVA} for time-dependent spectral analysis",4
"1770","10.1198/016214503000000558",2003,"Evolutionary similarity among genes",0
"1771","10.1198/016214503000000567",2003,"Frequency of recurrent events at failure time: modeling and inference",0
"1772","10.1198/016214503000000576",2003,"Optimality, variability, power: evaluating response-adapative randomization procedures for treatment comparisons",9
"1773","10.1198/016214503000000585",2003,"Robust and efficient designs for the {M}ichaelis-{M}enten model",4
"1774","10.1198/016214503000000594",2003,"Characterizing additively closed discrete models by a property of their maximum likelihood estimators, with an application to generalized {H}ermite distributions",1
"1775","10.1198/016214503000000602",2003,"On the comparison of reliability experiments based on the convolution order",0
"1776","10.1198/016214503000000611",2003,"Multiple imputation for incomplete data with semicontinuous variables",0
"1777","10.1198/016214503000000620",2003,"The mean squared error of small area predictors constructed with estimated area variances",2
"1778","10.1198/016214503000000639",2003,"On {$\psi$}-learning",12
"1779","10.1198/016214503000000648",2003,"A {B}ayesian solution for a statistical auditing problem",0
"1780","10.1198/016214503000000657",2003,"Likelihood-based inference in some continuous exponential families with unknown threshold parameters",0
"1781","10.1198/016214503000000666",2003,"Finding the number of clusters in a dataset: an information-theoretic approach",4
"1782","10.1198/016214503000035",2003,"Mixed-model functional {ANOVA} for studying human tactile perception",0
"1783","10.1198/016214503000044",2003,"Cross-calibration of stroke disability measures: {B}ayesian analysis of longitudinal ordinal categorical data using negative dependence",0
"1784","10.1198/016214503000053",2003,"Hierarchical models for permutations: analysis of auto racing results",1
"1785","10.1198/016214503000062",2003,"Recounts from undervotes: evidence from the 2000 presidential election",1
"1786","10.1198/016214503000071",2003,"Principal stratification approach to broken randomized experiments: a case study of school choice vouchers in {N}ew {Y}ork {C}ity",5
"1787","10.1198/016214503000125",2003,"Boosting with the {$L_2$} loss: regression and classification",7
"1788","10.1198/016214503000134",2003,"A model-free test for reduced rank in multivariate regression",6
"1789","10.1198/016214503000143",2003,"Generalized nonlinear modeling with multivariate free-knot regression splines",1
"1790","10.1198/016214503000152",2003,"Identification of linear directions in multivariate adaptive spline models",0
"1791","10.1198/016214503000161",2003,"Nonlinear state-space models with state-dependent variances",1
"1792","10.1198/016214503000170",2003,"Spatial modeling with spatially varying coefficient processes",5
"1793","10.1198/016214503000189",2003,"Clustering for sparsely sampled functional data",15
"1794","10.1198/016214503000198",2003,"Semiparametric regression for the area under the receiver operating characteristic curve",1
"1795","10.1198/016214503000206",2003,"Sample size reestimation for clinical trials with censored survival data",1
"1796","10.1198/016214503000215",2003,"Inferring spatial phylogenetic variation along nucleotide sequences: a multiple changepoint model",0
"1797","10.1198/016214503000224",2003,"Detecting differentially expressed genes in microarrays using {B}ayesian model selection",9
